,Bus_num,Line,Busstop_id,Busstop_name,Lon,Lat,Arrived,Expected,Delay [min]
5732,1007,196,"2070,08",PKP Rembertów 08,21.160391,52.257331,2024-02-26 17:47:51,2024-02-26 17:42:00,5.85
5733,1007,196,"2084,02",Przebieg 02,21.165174,52.257101,2024-02-26 17:47:56,2024-02-26 17:43:00,4.93
5734,1007,196,"2085,02",Buławy 02,21.172653,52.256854,2024-02-26 17:48:33,2024-02-26 17:44:00,4.55
5735,1045,204,"1353,01",Juranda ze Spychowa-szkoła 01,21.032545,52.317845,2024-02-26 16:59:34,2024-02-26 16:50:00,9.57
5736,1045,204,"1171,01",Przydrożna 01,21.0295,52.31672,2024-02-26 17:00:52,2024-02-26 16:51:00,9.87
5737,1045,204,"1170,01",Danusi 01,21.029806,52.314473,2024-02-26 17:01:41,2024-02-26 16:52:00,9.68
5738,1045,204,"1169,01",Zbyszka z Bogdańca 01,21.029885,52.311041,2024-02-26 17:02:27,2024-02-26 16:53:00,9.45
5739,1045,204,"1168,01",Wielkiego Dębu 01,21.029828,52.306518000000004,2024-02-26 17:03:33,2024-02-26 16:54:00,9.55
5740,1045,204,"1167,01",Gryfitów 01,21.02983,52.303399,2024-02-26 17:04:22,2024-02-26 16:55:00,9.37
5741,1045,204,"1166,01",Kopijników 01,21.030664,52.30064,2024-02-26 17:06:26,2024-02-26 16:56:00,10.43
5742,1045,204,"1260,03",KS Polonez 03,21.032413,52.298894000000004,2024-02-26 17:06:39,2024-02-26 16:57:00,9.65
5743,1045,204,"1150,01",Suwalska 01,21.032823,52.296007,2024-02-26 17:07:42,2024-02-26 16:58:00,9.7
5744,1045,204,"1287,02",Berensona 02,21.048716,52.323332,2024-02-26 17:33:21,2024-02-26 17:29:00,4.35
5745,1045,204,"1326,01",Skarbka z Gór 01,21.054643,52.324689,2024-02-26 17:34:32,2024-02-26 17:31:00,3.53
5746,1045,204,"1326,03",Skarbka z Gór 03,21.057163,52.32410300000001,2024-02-26 17:35:21,2024-02-26 17:32:00,3.35
5747,1045,204,"1183,01",Kąty Grodziskie 01,21.064155,52.324861,2024-02-26 17:36:32,2024-02-26 17:33:00,3.53
5748,1045,204,"1182,01",Grodzisk 01,21.067047,52.323473,2024-02-26 17:37:11,2024-02-26 17:34:00,3.18
5749,1045,204,"1203,01",Chudoby 01,21.075525,52.324309,2024-02-26 17:39:02,2024-02-26 17:36:00,3.03
5750,1045,204,"1202,01",Oknicka 01,21.078628000000002,52.322483,2024-02-26 17:40:23,2024-02-26 17:37:00,3.38
5751,1045,204,"1463,01",os.Lewandów II 01,21.07444,52.322267,2024-02-26 17:40:37,2024-02-26 17:38:00,2.62
5752,1045,204,"1255,01",Internetowa 01,21.072006,52.32243,2024-02-26 17:41:40,2024-02-26 17:38:00,3.67
5753,1069,107,"7039,02",Wiejska 02,21.030483,52.224471,2024-02-26 16:59:56,2024-02-26 16:49:00,10.93
5754,1069,107,"7038,04",Piękna 04,21.024766,52.223995,2024-02-26 17:01:04,2024-02-26 16:50:00,11.07
5755,1069,107,"7035,02",Mokotowska 02,21.02116,52.223716,2024-02-26 17:01:49,2024-02-26 16:51:00,10.82
5756,1069,107,"7034,02",Wspólna 02,21.018477,52.226838,2024-02-26 17:03:07,2024-02-26 16:52:00,11.12
5757,1069,107,"7033,04",Krucza 04,21.017262,52.22922,2024-02-26 17:05:11,2024-02-26 16:53:00,12.18
5758,1069,107,"7013,04",Centrum 04,21.010996,52.231426,2024-02-26 17:08:50,2024-02-26 16:56:00,12.83
5759,1069,107,"7014,02",Metro Świętokrzyska 02,21.009365,52.234157,2024-02-26 17:10:08,2024-02-26 16:57:00,13.13
5760,1069,107,"7015,02",Królewska 02,21.007321,52.237581,2024-02-26 17:11:15,2024-02-26 16:59:00,12.25
5761,1069,107,"7016,02",pl.Bankowy 02,21.001839,52.243761,2024-02-26 17:14:21,2024-02-26 17:02:00,12.35
5762,1069,107,"7099,02",Metro Ratusz-Arsenał 02,21.000111,52.245654,2024-02-26 17:16:00,2024-02-26 17:04:00,12.0
5763,1069,107,"7024,02",Zamenhofa 02,20.998329,52.247234,2024-02-26 17:16:26,2024-02-26 17:05:00,11.43
5764,1069,107,"7082,04",Nowolipki 04,20.990191,52.244386,2024-02-26 17:18:04,2024-02-26 17:07:00,11.07
5765,1069,107,"5154,04",Nowolipie 04,20.986886,52.243958,2024-02-26 17:19:14,2024-02-26 17:08:00,11.23
5766,1069,107,"5166,02",Bellottiego 02,20.980753,52.243065,2024-02-26 17:21:08,2024-02-26 17:09:00,12.13
5767,1069,107,"5157,03",Esperanto 03,20.97928,52.24446,2024-02-26 17:25:09,2024-02-26 17:34:00,-8.85
5768,1069,107,"5155,01",Smocza 01,20.985641,52.245589,2024-02-26 17:36:04,2024-02-26 17:35:00,1.07
5769,1069,107,"5154,03",Nowolipie 03,20.987841,52.24349,2024-02-26 17:36:59,2024-02-26 17:36:00,0.98
5770,1069,107,"7082,03",Nowolipki 03,20.992114,52.244959,2024-02-26 17:38:24,2024-02-26 17:37:00,1.4
5771,1069,107,"7024,01",Zamenhofa 01,20.996945,52.246562,2024-02-26 17:39:16,2024-02-26 17:38:00,1.27
5772,1069,107,"7099,01",Metro Ratusz-Arsenał 01,20.999942,52.245525,2024-02-26 17:40:23,2024-02-26 17:40:00,0.38
5773,1069,107,"7016,03",pl.Bankowy 03,21.002169,52.243132,2024-02-26 17:42:14,2024-02-26 17:42:00,0.23
5774,1069,107,"7015,01",Królewska 01,21.00585,52.238651,2024-02-26 17:44:06,2024-02-26 17:44:00,0.1
5775,1069,107,"7014,01",Metro Świętokrzyska 01,21.007656,52.236352,2024-02-26 17:44:58,2024-02-26 17:45:00,-0.03
5776,1069,107,"7013,15",Centrum 15,21.013157,52.229989,2024-02-26 17:50:00,2024-02-26 17:51:00,-1.0
5777,1069,107,"7033,03",Krucza 03,21.016538,52.230247,2024-02-26 17:51:21,2024-02-26 17:53:00,-1.65
5778,1069,107,"7034,01",Wspólna 01,21.017585,52.228174,2024-02-26 17:53:07,2024-02-26 17:54:00,-0.88
5779,1069,107,"7035,03",Mokotowska 03,21.019602,52.224188,2024-02-26 17:54:48,2024-02-26 17:55:00,-0.2
5780,1069,107,"7038,03",Piękna 03,21.023331,52.223818,2024-02-26 17:56:26,2024-02-26 17:57:00,-0.57
5781,1069,107,"7039,01",Wiejska 01,21.028815,52.224255,2024-02-26 17:58:48,2024-02-26 17:58:00,0.8
5782,1069,107,"7071,05",Rozbrat 05,21.036715,52.221773000000006,2024-02-26 18:00:05,2024-02-26 18:00:00,0.08
5783,1069,107,"7075,01",Legia-Stadion 01,21.045036,52.220130000000005,2024-02-26 18:01:48,2024-02-26 18:02:00,-0.2
5784,1069,107,"7074,01",Zaruskiego 01,21.045546,52.218719,2024-02-26 18:02:13,2024-02-26 18:03:00,-0.78
5785,1069,107,"7073,01",Szwoleżerów 01,21.04591,52.215174,2024-02-26 18:03:00,2024-02-26 18:04:00,-1.0
5786,1069,107,"3057,01",Bartycka 01,21.04697,52.21208,2024-02-26 18:03:55,2024-02-26 18:05:00,-1.08
5787,1069,107,"3058,54",Sielce 54,21.047348000000003,52.207134,2024-02-26 18:08:15,2024-02-26 18:07:00,1.25
5788,5949,158,"7002,01",Dw.Centralny 01,21.00375,52.22789,2024-02-26 17:00:32,2024-02-26 17:03:00,-2.47
5789,5949,158,"7013,15",Centrum 15,21.013157,52.229989,2024-02-26 17:03:07,2024-02-26 17:06:00,-2.88
5790,5949,158,"7033,01",Krucza 01,21.017979,52.231027,2024-02-26 17:06:46,2024-02-26 17:08:00,-1.23
5791,5949,158,"7041,01",Muzeum Narodowe 01,21.023445,52.232178,2024-02-26 17:08:53,2024-02-26 17:10:00,-1.12
5792,5949,158,"7068,01",PKP Powiśle 01,21.02592,52.232715,2024-02-26 17:09:36,2024-02-26 17:11:00,-1.4
5793,5949,158,"7003,01",most Poniatowskiego 01,21.035783,52.234754,2024-02-26 17:10:42,2024-02-26 17:13:00,-2.3
5794,5949,158,"2131,02",rondo Waszyngtona 02,21.050488,52.237693,2024-02-26 17:12:55,2024-02-26 17:15:00,-2.08
5795,5949,158,"2132,02",Park Skaryszewski 02,21.063328,52.240458,2024-02-26 17:16:12,2024-02-26 17:17:00,-0.8
5796,5949,158,"2133,06",Kinowa 06,21.071898,52.241676,2024-02-26 17:17:45,2024-02-26 17:19:00,-1.25
5797,5949,158,"2135,02",Walewska 02,21.07471,52.238872,2024-02-26 17:18:41,2024-02-26 17:20:00,-1.32
5798,5949,158,"2136,02",Rozłucka 02,21.077577,52.236678000000005,2024-02-26 17:19:57,2024-02-26 17:21:00,-1.05
5799,5949,158,"2137,02",Spalinowa 02,21.080309,52.23927,2024-02-26 17:21:19,2024-02-26 17:22:00,-0.68
5800,5949,158,"2130,03",os.Majdańska 03,21.085003,52.238574,2024-02-26 17:24:15,2024-02-26 17:24:00,0.25
5801,5949,158,"2101,02",Poligonowa 02,21.088287,52.235955,2024-02-26 17:26:40,2024-02-26 17:27:00,-0.33
5802,5949,158,"2102,04",Zamieniecka 04,21.098363,52.236196,2024-02-26 17:28:23,2024-02-26 17:30:00,-1.62
5803,5949,158,"2107,04",Łukowska 04,21.100193,52.238134,2024-02-26 17:29:52,2024-02-26 17:31:00,-1.13
5804,5949,158,"2106,02",Tarnowiecka 02,21.106420000000004,52.236720000000005,2024-02-26 17:31:20,2024-02-26 17:32:00,-0.67
5805,7315,523,"5028,02",Metro Młynów 02,20.954004000000005,52.238268,2024-02-26 16:59:56,2024-02-26 16:56:00,3.93
5806,7315,523,"5020,02",Park Moczydło 02,20.94693,52.238941,2024-02-26 17:01:03,2024-02-26 16:58:00,3.05
5807,7315,523,"5030,02",Metro Księcia Janusza 02,20.941602,52.239423,2024-02-26 17:02:43,2024-02-26 17:00:00,2.72
5808,7315,523,"5031,02",Góralska 02,20.934145,52.24015,2024-02-26 17:05:12,2024-02-26 17:02:00,3.2
5809,7315,523,"5032,02",Metro Ulrychów 02,20.930011,52.240539,2024-02-26 17:05:36,2024-02-26 17:03:00,2.6
5810,7315,523,"5033,02",Konarskiego 02,20.916942000000002,52.239638,2024-02-26 17:08:29,2024-02-26 17:05:00,3.48
5811,7315,523,"5034,04",Metro Bemowo 04,20.913308,52.239832,2024-02-26 17:14:02,2024-02-26 17:07:00,7.03
5812,7315,523,"5061,02",Kazubów 02,20.912633,52.24281,2024-02-26 17:16:16,2024-02-26 17:08:00,8.27
5813,7315,523,"5063,04",Radiowa 04,20.912516,52.252721,2024-02-26 17:20:44,2024-02-26 17:12:00,8.73
5814,7315,523,"5110,02",Radiowa-WAT 02,20.905985,52.255218,2024-02-26 17:21:52,2024-02-26 17:13:00,8.87
5815,7315,523,"5055,02",Stare Bemowo 02,20.898491,52.258792,2024-02-26 17:24:12,2024-02-26 17:15:00,9.2
5816,5954,111,"7026,01",pl.Teatralny 01,21.00994,52.242821,2024-02-26 16:59:29,2024-02-26 16:59:00,0.48
5817,5954,111,"7044,01",Uniwersytet 01,21.016608000000005,52.240069,2024-02-26 17:02:41,2024-02-26 17:02:00,0.68
5818,5954,111,"7049,01",Ordynacka 01,21.018153,52.236112,2024-02-26 17:05:32,2024-02-26 17:04:00,1.53
5819,5954,111,"7042,01",Foksal 01,21.020015,52.232358,2024-02-26 17:07:05,2024-02-26 17:06:00,1.08
5820,5954,111,"7041,01",Muzeum Narodowe 01,21.023445,52.232178,2024-02-26 17:09:25,2024-02-26 17:08:00,1.42
5821,5954,111,"7068,01",PKP Powiśle 01,21.02592,52.232715,2024-02-26 17:10:08,2024-02-26 17:09:00,1.13
5822,5954,111,"7003,01",most Poniatowskiego 01,21.035783,52.234754,2024-02-26 17:11:45,2024-02-26 17:11:00,0.75
5823,5954,111,"2131,02",rondo Waszyngtona 02,21.050488,52.237693,2024-02-26 17:13:37,2024-02-26 17:13:00,0.62
5824,5954,111,"2138,01",Adampolska 01,21.057103,52.237253,2024-02-26 17:15:50,2024-02-26 17:15:00,0.83
5825,5954,111,"2139,01",Walecznych 01,21.059463,52.234968,2024-02-26 17:16:36,2024-02-26 17:16:00,0.6
5826,5954,111,"2140,03",Stacja Krwiodawstwa 03,21.061639,52.232434000000005,2024-02-26 17:18:38,2024-02-26 17:18:00,0.63
5827,5954,111,"2141,01",Zwycięzców 01,21.06635,52.23323,2024-02-26 17:19:47,2024-02-26 17:19:00,0.78
5828,5954,111,"2142,01",Brazylijska 01,21.063645,52.230919,2024-02-26 17:21:05,2024-02-26 17:20:00,1.08
5829,5954,111,"2097,03",Saska 03,21.063026,52.228554,2024-02-26 17:22:43,2024-02-26 17:21:00,1.72
5830,5954,111,"2150,03",Ateńska 03,21.067081,52.225992,2024-02-26 17:24:10,2024-02-26 17:22:00,2.17
5831,5954,111,"2143,01",Afrykańska 01,21.072306,52.225088,2024-02-26 17:25:13,2024-02-26 17:24:00,1.22
5832,5954,111,"2144,01",Wał Gocławski 01,21.078744,52.226075,2024-02-26 17:26:37,2024-02-26 17:25:00,1.62
5833,5954,111,"2145,03",Abrahama 03,21.083859,52.226345,2024-02-26 17:27:35,2024-02-26 17:26:00,1.58
5834,5954,111,"2270,01",os.Orlik 01,21.0884,52.22801,2024-02-26 17:28:56,2024-02-26 17:27:00,1.93
5835,5954,111,"2149,03",Umińskiego 03,21.0946,52.22735,2024-02-26 17:30:27,2024-02-26 17:29:00,1.45
5836,5954,111,"2128,01",os.Wilga 01,21.101142,52.22555,2024-02-26 17:31:23,2024-02-26 17:30:00,1.38
5837,5954,111,"2143,02",Afrykańska 02,21.069176,52.225475,2024-02-26 18:04:29,2024-02-26 17:59:00,5.48
5838,5954,111,"2097,04",Saska 04,21.063089,52.228715,2024-02-26 18:06:10,2024-02-26 18:01:00,5.17
5839,5954,111,"2142,02",Brazylijska 02,21.065422,52.23106,2024-02-26 18:07:28,2024-02-26 18:02:00,5.47
5840,5997,128,"4001,03",pl.Zawiszy 03,20.990644,52.225006,2024-02-26 17:00:33,2024-02-26 16:59:00,1.55
5841,5997,128,"4052,01",pl.Starynkiewicza 01,20.994585,52.226023,2024-02-26 17:01:46,2024-02-26 17:00:00,1.77
5842,5997,128,"7002,01",Dw.Centralny 01,21.00375,52.22789,2024-02-26 17:04:15,2024-02-26 17:03:00,1.25
5843,5997,128,"7013,15",Centrum 15,21.013157,52.229989,2024-02-26 17:07:08,2024-02-26 17:06:00,1.13
5844,5997,128,"7033,01",Krucza 01,21.017979,52.231027,2024-02-26 17:09:02,2024-02-26 17:08:00,1.03
5845,5997,128,"7042,02",Foksal 02,21.019528,52.233266,2024-02-26 17:12:29,2024-02-26 17:12:00,0.48
5846,5997,128,"7049,02",Ordynacka 02,21.01833,52.235839,2024-02-26 17:14:01,2024-02-26 17:13:00,1.02
5847,5997,128,"7044,02",Uniwersytet 02,21.0173,52.23921,2024-02-26 17:18:07,2024-02-26 17:15:00,3.12
5848,1001,213,"2049,01",Czekanowska 01,21.219689,52.163981,2024-02-26 17:00:00,2024-02-26 17:01:00,-1.0
5849,1001,213,"2161,01",Bartoszycka 01,21.221095,52.162254,2024-02-26 17:00:45,2024-02-26 17:02:00,-1.25
5850,1001,213,"2162,01",Wasilkowska 01,21.222748,52.160616,2024-02-26 17:01:04,2024-02-26 17:02:00,-0.93
5851,1001,213,"2163,01",Narcyzowa 01,21.223785000000003,52.158757,2024-02-26 17:01:41,2024-02-26 17:03:00,-1.32
5852,1001,213,"2164,01",Ochocza 01,21.219579,52.157171,2024-02-26 17:02:21,2024-02-26 17:04:00,-1.65
5853,1001,213,"2165,01",Podkowy 01,21.216303,52.159792,2024-02-26 17:03:46,2024-02-26 17:05:00,-1.23
5854,1001,213,"2160,01",Bystrzycka 01,21.214584,52.161493,2024-02-26 17:04:23,2024-02-26 17:06:00,-1.62
5855,1001,213,"2048,07",PKP Falenica 07,21.211036,52.16019,2024-02-26 17:10:25,2024-02-26 17:09:00,1.42
5856,1001,213,"2052,01",Falenica 01,21.203298,52.159477,2024-02-26 17:12:06,2024-02-26 17:11:00,1.1
5857,1001,213,"2053,01",MERA-PNEFAL 01,21.197304,52.158439,2024-02-26 17:13:09,2024-02-26 17:12:00,1.15
5858,1001,213,"2452,01",Liliowa 01,21.190658,52.157053,2024-02-26 17:14:03,2024-02-26 17:13:00,1.05
5859,1001,213,"2054,01",Kosaćcowa 01,21.187405,52.15647,2024-02-26 17:14:07,2024-02-26 17:13:00,1.12
5860,1001,213,"2055,01",Bysławska 01,21.18303,52.155115,2024-02-26 17:15:08,2024-02-26 17:14:00,1.13
5861,1001,213,"2056,01",Krokusów 01,21.187357,52.152343,2024-02-26 17:16:49,2024-02-26 17:15:00,1.82
5862,1001,213,"2048,02",PKP Falenica 02,21.210735,52.160841,2024-02-26 17:25:13,2024-02-26 17:26:00,-0.78
5863,1001,213,"2048,04",PKP Falenica 04,21.213286,52.161314,2024-02-26 17:33:17,2024-02-26 17:28:00,5.28
5864,1001,213,"2165,02",Podkowy 02,21.216888,52.159148,2024-02-26 17:34:27,2024-02-26 17:29:00,5.45
5865,1001,213,"2164,02",Ochocza 02,21.220173,52.157358,2024-02-26 17:35:39,2024-02-26 17:30:00,5.65
5866,1001,213,"2162,02",Wasilkowska 02,21.223404,52.160033,2024-02-26 17:36:39,2024-02-26 17:31:00,5.65
5867,1001,213,"2049,02",Czekanowska 02,21.220792,52.165112,2024-02-26 17:38:25,2024-02-26 17:33:00,5.42
5868,1001,213,"2050,02",Przełęczy 02,21.223832,52.168887,2024-02-26 17:39:38,2024-02-26 17:34:00,5.63
5869,1001,213,"2051,02",Napoleona Bonaparte 02,21.227044,52.171751,2024-02-26 17:40:21,2024-02-26 17:35:00,5.35
5870,1001,213,"2377,02",Samorządowa 02,21.23019,52.17434,2024-02-26 17:41:26,2024-02-26 17:36:00,5.43
5871,1001,213,"2376,02",Zagórzańska 02,21.232688000000003,52.176359,2024-02-26 17:42:11,2024-02-26 17:37:00,5.18
5872,1001,213,"2375,02",Jachtowa 02,21.233888,52.17870800000001,2024-02-26 17:42:42,2024-02-26 17:38:00,4.7
5873,1001,213,"2374,01",Drohobycka 01,21.230699,52.180918000000005,2024-02-26 17:43:45,2024-02-26 17:39:00,4.75
5874,1001,213,"2182,01",Izbicka-Cmentarz 01,21.22697,52.182197,2024-02-26 17:44:23,2024-02-26 17:40:00,4.38
5875,1001,213,"2181,01",Kwitnącej Akacji 01,21.217733,52.182393000000005,2024-02-26 17:45:26,2024-02-26 17:41:00,4.43
5876,1001,213,"2180,01",Czołgistów 01,21.21248,52.18262,2024-02-26 17:45:45,2024-02-26 17:42:00,3.75
5877,1001,213,"2179,01",Jontka 01,21.20621,52.182869000000004,2024-02-26 17:46:25,2024-02-26 17:43:00,3.42
5878,1001,213,"2178,01",Olchy 01,21.202661,52.183001000000004,2024-02-26 17:46:47,2024-02-26 17:44:00,2.78
5879,1001,213,"2177,01",Limby 01,21.195952,52.183381,2024-02-26 17:47:46,2024-02-26 17:45:00,2.77
5880,1001,213,"2043,05",PKP Radość 05,21.190516,52.183866,2024-02-26 17:48:45,2024-02-26 17:46:00,2.75
5881,1001,213,"2043,03",PKP Radość 03,21.187122,52.184003,2024-02-26 17:51:28,2024-02-26 17:47:00,4.47
5882,1001,213,"2175,01",Powojowa 01,21.183060000000005,52.184172,2024-02-26 17:52:11,2024-02-26 17:48:00,4.18
5883,1001,213,"2174,04",Mozaikowa 04,21.175925,52.185147,2024-02-26 17:53:07,2024-02-26 17:49:00,4.12
5884,1001,213,"2373,02",Klimatyczna 02,21.171889,52.189269,2024-02-26 17:54:10,2024-02-26 17:50:00,4.17
5885,1001,213,"2372,02",Juhasów 02,21.170485,52.195837,2024-02-26 17:55:12,2024-02-26 17:51:00,4.2
5886,1001,213,"2371,02",Gruszy 02,21.168815,52.198978,2024-02-26 17:55:50,2024-02-26 17:52:00,3.83
5887,1001,213,"2039,12",PKP Międzylesie 12,21.166536,52.203106,2024-02-26 17:56:50,2024-02-26 17:53:00,3.83
5888,1001,213,"2039,10",PKP Międzylesie 10,21.165312,52.205283,2024-02-26 17:57:50,2024-02-26 17:55:00,2.83
5889,1001,213,"2038,04",Piechurów 04,21.1608,52.210315,2024-02-26 17:58:55,2024-02-26 17:57:00,1.92
5890,1001,213,"2037,03",PKP Anin 03,21.156605,52.214012,2024-02-26 17:59:51,2024-02-26 17:59:00,0.85
5891,1001,213,"2265,01",Pomiechowska 01,21.150991,52.214081,2024-02-26 18:00:57,2024-02-26 18:00:00,0.95
5892,9425,234,"1346,51",Pszeniczna 51,21.046972,52.33651,2024-02-26 17:29:24,2024-02-26 17:29:00,0.4
5893,9425,234,"1318,01",Małego Rycerza 01,21.04725,52.334074,2024-02-26 17:29:56,2024-02-26 17:30:00,-0.07
5894,9425,234,"1289,01",Małych Dębów 01,21.047151,52.330915,2024-02-26 17:30:46,2024-02-26 17:31:00,-0.23
5895,9425,234,"1288,01",Ostródzka-Szkoła 01,21.048033,52.327411,2024-02-26 17:31:44,2024-02-26 17:32:00,-0.27
5896,9425,234,"1326,01",Skarbka z Gór 01,21.054643,52.324689,2024-02-26 17:33:48,2024-02-26 17:34:00,-0.2
5897,9425,234,"1357,01",os.Derby VI 01,21.056939,52.321811000000004,2024-02-26 17:35:22,2024-02-26 17:36:00,-0.63
5898,9425,234,"1358,01",os.Derby III 01,21.058223,52.318701,2024-02-26 17:36:51,2024-02-26 17:37:00,-0.15
5899,9425,234,"1286,03",Juranda ze Spychowa 03,21.049743,52.317896,2024-02-26 17:41:01,2024-02-26 17:40:00,1.02
5900,9425,234,"1355,01",Kamykowa 01,21.04181,52.31772,2024-02-26 17:42:17,2024-02-26 17:41:00,1.28
5901,9425,234,"1354,01",Echa Leśne 01,21.035966,52.317783,2024-02-26 17:42:58,2024-02-26 17:42:00,0.97
5902,9425,234,"1353,01",Juranda ze Spychowa-szkoła 01,21.032545,52.317845,2024-02-26 17:44:12,2024-02-26 17:43:00,1.2
5903,9425,234,"1171,01",Przydrożna 01,21.0295,52.31672,2024-02-26 17:45:12,2024-02-26 17:44:00,1.2
5904,9425,234,"1170,01",Danusi 01,21.029806,52.314473,2024-02-26 17:45:45,2024-02-26 17:45:00,0.75
5905,9425,234,"1526,01",Szlachecka 01,21.02245,52.311894,2024-02-26 17:47:15,2024-02-26 17:47:00,0.25
5906,2015,401,"4090,02",Zajezdnia Kleszczowa 02,20.923467,52.197292,2024-02-26 16:59:41,2024-02-26 17:00:00,-0.32
5907,2015,401,"4092,04",Ryżowa 04,20.913533,52.199122,2024-02-26 17:06:08,2024-02-26 17:03:00,3.13
5908,2015,401,"4094,04",Dzieci Warszawy 04,20.907106,52.192569,2024-02-26 17:12:32,2024-02-26 17:06:00,6.53
5909,2015,401,"4125,02",Skoroszewska 02,20.90224,52.194096,2024-02-26 17:13:40,2024-02-26 17:07:00,6.67
5910,2015,401,"4095,02",Szancera 02,20.897835000000004,52.195708,2024-02-26 17:14:46,2024-02-26 17:08:00,6.77
5911,2015,401,"4123,02",Adamieckiego 02,20.895461,52.193464,2024-02-26 17:16:23,2024-02-26 17:09:00,7.38
5912,2015,401,"4096,02",pl.Tysiąclecia 02,20.892343,52.193284,2024-02-26 17:17:45,2024-02-26 17:10:00,7.75
5913,2015,401,"4217,04",PKP Ursus 04,20.88657,52.19528,2024-02-26 17:19:13,2024-02-26 17:11:00,8.22
5914,2015,401,"4217,21",PKP Ursus 21,20.882701,52.195371,2024-02-26 17:24:16,2024-02-26 17:29:00,-4.73
5915,2015,401,"4217,05",PKP Ursus 05,20.885267,52.194848,2024-02-26 17:34:26,2024-02-26 17:30:00,4.43
5916,2015,401,"4096,01",pl.Tysiąclecia 01,20.89066,52.193713,2024-02-26 17:35:54,2024-02-26 17:31:00,4.9
5917,2015,401,"4123,01",Adamieckiego 01,20.895804,52.193649,2024-02-26 17:37:36,2024-02-26 17:33:00,4.6
5918,2015,401,"4095,01",Szancera 01,20.899684,52.194886,2024-02-26 17:39:51,2024-02-26 17:35:00,4.85
5919,2015,401,"4125,01",Skoroszewska 01,20.903779,52.193496,2024-02-26 17:40:58,2024-02-26 17:36:00,4.97
5920,2015,401,"4094,01",Dzieci Warszawy 01,20.908758,52.192928,2024-02-26 17:42:53,2024-02-26 17:37:00,5.88
5921,2015,401,"4092,03",Ryżowa 03,20.914849,52.199564,2024-02-26 17:45:52,2024-02-26 17:40:00,5.87
5922,2015,401,"4090,01",Zajezdnia Kleszczowa 01,20.924876,52.196522,2024-02-26 17:47:56,2024-02-26 17:42:00,5.93
5923,2015,401,"4049,03",Łopuszańska 03,20.929711,52.195435,2024-02-26 17:49:44,2024-02-26 17:44:00,5.73
5924,2015,401,"4089,01",WKD Raków 01,20.936086,52.19435000000001,2024-02-26 17:50:26,2024-02-26 17:45:00,5.43
5925,2015,401,"4087,01",Orzechowa 01,20.949257,52.191881,2024-02-26 17:52:33,2024-02-26 17:47:00,5.55
5926,2015,401,"4011,05",Hynka 05,20.958956,52.189736,2024-02-26 17:54:13,2024-02-26 17:49:00,5.22
5927,2015,401,"4037,03",Sasanki 03,20.979998,52.182977,2024-02-26 17:56:53,2024-02-26 17:52:00,4.88
5928,2015,401,"3254,01",PKP Służewiec 01,20.986991,52.18117900000001,2024-02-26 17:58:00,2024-02-26 17:53:00,5.0
5929,2015,401,"3251,03",Wynalazek 03,20.995531,52.179458,2024-02-26 17:58:46,2024-02-26 17:55:00,3.77
5930,2015,401,"3250,01",Postępu 01,20.998383,52.178861,2024-02-26 17:59:07,2024-02-26 17:56:00,3.12
5931,2015,401,"3243,01",rondo Unii Europejskiej 01,21.003850000000003,52.177868,2024-02-26 18:01:39,2024-02-26 17:58:00,3.65
5932,2015,401,"3248,01",Bełdan 01,21.01358,52.174184,2024-02-26 18:03:46,2024-02-26 18:00:00,3.77
5933,2015,401,"3011,05",al.Lotników 05,21.020948,52.173072,2024-02-26 18:05:38,2024-02-26 18:02:00,3.63
5934,9061,211,"1219,01",Milenijna 01,20.968375,52.31948,2024-02-26 17:06:23,2024-02-26 17:05:00,1.38
5935,9061,211,"1312,02",Ceramiczna 02,20.968051,52.321485,2024-02-26 17:08:54,2024-02-26 17:06:00,2.9
5936,9061,211,"1497,02",Kaflowa 02,20.964154,52.322945,2024-02-26 17:09:24,2024-02-26 17:06:00,3.4
5937,9061,211,"1278,02",Pomorska 02,20.957408,52.327202,2024-02-26 17:11:25,2024-02-26 17:08:00,3.42
5938,9061,211,"1118,02",Leśnej Polanki 02,20.954995,52.330102,2024-02-26 17:12:55,2024-02-26 17:09:00,3.92
5939,9061,211,"1316,01",Ćwiklińskiej 01,20.951521,52.33188,2024-02-26 17:14:25,2024-02-26 17:11:00,3.42
5940,9061,211,"1315,01",Strumykowa 01,20.946153,52.33216300000001,2024-02-26 17:15:25,2024-02-26 17:12:00,3.42
5941,9061,211,"1253,02",Nowodwory 02,20.941682,52.33322,2024-02-26 17:17:54,2024-02-26 17:13:00,4.9
5942,9061,211,"1406,03",Grzymalitów 03,20.943026,52.339152,2024-02-26 17:22:57,2024-02-26 17:15:00,7.95
5943,9061,211,"1405,01",Dzierzgońska 01,20.940166,52.339838,2024-02-26 17:23:28,2024-02-26 17:16:00,7.47
5944,9061,211,"1421,02",Tłuchowska 02,20.942541,52.342085000000004,2024-02-26 17:24:57,2024-02-26 17:18:00,6.95
5945,9061,211,"1422,02",Osiedle 02,20.943605,52.346382,2024-02-26 17:26:26,2024-02-26 17:19:00,7.43
5946,7850,141,"3057,01",Bartycka 01,21.04697,52.21208,2024-02-26 16:59:33,2024-02-26 16:39:00,20.55
5947,7850,141,"3058,54",Sielce 54,21.047348000000003,52.207134,2024-02-26 17:02:34,2024-02-26 16:41:00,21.57
