,Bus_num,Line,Busstop_id,Busstop_name,Lon,Lat,Arrived,Expected,Delay [min]
39,9804,167,"5034,01",Metro Bemowo 01,20.914981,52.239152,2024-02-26 17:23:11,2024-02-26 17:15:00,8.18
40,9804,167,"5033,01",Konarskiego 01,20.919629,52.239705,2024-02-26 17:25:01,2024-02-26 17:16:00,9.02
41,9804,167,"5032,01",Metro Ulrychów 01,20.93048,52.240327,2024-02-26 17:26:28,2024-02-26 17:18:00,8.47
42,9804,167,"5031,01",Góralska 01,20.93691,52.23965,2024-02-26 17:27:41,2024-02-26 17:19:00,8.68
43,9804,167,"5030,03",Metro Księcia Janusza 03,20.942769,52.238551,2024-02-26 17:28:31,2024-02-26 17:20:00,8.52
44,9804,167,"5100,03",Redutowa 03,20.940295,52.23655,2024-02-26 17:30:27,2024-02-26 17:21:00,9.45
45,9804,167,"5099,01",Pustola 01,20.941354000000004,52.23286,2024-02-26 17:31:11,2024-02-26 17:23:00,8.18
46,9804,167,"5098,01",Zajezdnia Redutowa 01,20.942068,52.230169,2024-02-26 17:32:03,2024-02-26 17:24:00,8.05
47,9804,167,"5009,07",Reduta Wolska 07,20.94241,52.22701500000001,2024-02-26 17:33:07,2024-02-26 17:25:00,8.12
48,9804,167,"5044,01",Ordona-WSA 01,20.952709,52.227492000000005,2024-02-26 17:38:20,2024-02-26 17:28:00,10.33
49,9804,167,"5043,05",PKP Wola (Kasprzaka) 05,20.956982,52.22722,2024-02-26 17:42:02,2024-02-26 17:29:00,13.03
50,9804,167,"5096,01",Parafialna 01,20.958097,52.222919,2024-02-26 17:44:19,2024-02-26 17:30:00,14.32
51,9804,167,"5097,01",Armatnia 01,20.959550000000004,52.220560000000006,2024-02-26 17:45:02,2024-02-26 17:31:00,14.03
52,9804,167,"4045,03",rondo Zesłańców Syberyjskich 03,20.962222,52.215701,2024-02-26 17:47:56,2024-02-26 17:33:00,14.93
53,9804,167,"4154,01",Szczęśliwicka 01,20.969127,52.213619,2024-02-26 17:49:18,2024-02-26 17:35:00,14.3
54,9804,167,"4005,01",Bitwy Warszawskiej 1920 r. 01,20.977267,52.211521,2024-02-26 17:53:43,2024-02-26 17:38:00,15.72
55,9804,167,"4004,01",Och-Teatr 01,20.97996,52.214723,2024-02-26 17:54:45,2024-02-26 17:39:00,15.75
56,9804,167,"4121,05",Wawelska 05,20.982821,52.21596,2024-02-26 17:56:08,2024-02-26 17:41:00,15.13
57,9804,167,"4029,03",Pomnik Lotnika 03,20.99134,52.21627000000001,2024-02-26 17:58:00,2024-02-26 17:44:00,14.0
58,9804,167,"4122,01",al.Wielkopolski 01,20.995427,52.216514,2024-02-26 17:58:57,2024-02-26 17:45:00,13.95
59,9804,167,"7093,01",GUS 01,21.004985,52.216288,2024-02-26 18:00:25,2024-02-26 17:46:00,14.42
60,9804,167,"7094,01",Biblioteka Narodowa 01,21.006012,52.212769,2024-02-26 18:01:37,2024-02-26 17:47:00,14.62
61,9804,167,"3234,54",Stefana Batorego 54,21.00924,52.2109,2024-02-26 18:03:08,2024-02-26 17:49:00,14.13
62,9804,167,"3480,51",Goworka 51,21.021748,52.211061,2024-02-26 18:05:39,2024-02-26 17:53:00,12.65
63,9325,179,"3120,08",Ursynów Płn. 08,21.033854,52.162165,2024-02-26 17:00:44,2024-02-26 16:58:00,2.73
64,9325,179,"3120,08",Ursynów Płn. 08,21.033854,52.162165,2024-02-26 17:01:10,2024-02-26 16:58:00,3.17
65,9325,179,"3120,08",Ursynów Płn. 08,21.033854,52.162165,2024-02-26 17:16:09,2024-02-26 16:58:00,18.15
66,9325,179,"3282,02",Metro Kabaty 02,21.066167,52.130762,2024-02-26 18:05:04,2024-02-26 17:58:00,7.07
67,9325,179,"3282,02",Metro Kabaty 02,21.066167,52.130762,2024-02-26 18:05:47,2024-02-26 17:58:00,7.78
68,9325,179,"3282,02",Metro Kabaty 02,21.066167,52.130762,2024-02-26 18:06:32,2024-02-26 17:58:00,8.53
69,9325,179,"3282,02",Metro Kabaty 02,21.066167,52.130762,2024-02-26 18:10:27,2024-02-26 17:58:00,12.45
70,1044,107,"7016,02",pl.Bankowy 02,21.001839,52.243761,2024-02-26 17:02:59,2024-02-26 16:47:00,15.98
71,1044,107,"7099,02",Metro Ratusz-Arsenał 02,21.000111,52.245654,2024-02-26 17:03:47,2024-02-26 16:49:00,14.78
72,1044,107,"7024,02",Zamenhofa 02,20.998329,52.247234,2024-02-26 17:04:16,2024-02-26 16:50:00,14.27
73,1044,107,"7082,04",Nowolipki 04,20.990191,52.244386,2024-02-26 17:06:11,2024-02-26 16:52:00,14.18
74,1044,107,"5154,04",Nowolipie 04,20.986886,52.243958,2024-02-26 17:07:13,2024-02-26 16:53:00,14.22
75,1044,107,"5166,02",Bellottiego 02,20.980753,52.243065,2024-02-26 17:08:36,2024-02-26 16:54:00,14.6
76,1044,107,"3060,01",al.Witosa 01,21.052439,52.196257,2024-02-26 18:07:37,2024-02-26 18:01:00,6.62
77,8520,174,"3229,01",Madalińskiego 01,21.01019,52.20281,2024-02-26 17:01:55,2024-02-26 16:58:00,3.92
78,8520,174,"3230,01",Metro Racławicka 01,21.011496000000005,52.200024000000006,2024-02-26 17:02:56,2024-02-26 16:59:00,3.93
79,8520,174,"3231,01",Odyńca 01,21.013696,52.19558,2024-02-26 17:04:19,2024-02-26 17:00:00,4.32
80,8520,174,"3232,01",Polskie Radio 01,21.015003,52.192868,2024-02-26 17:05:24,2024-02-26 17:01:00,4.4
81,8520,174,"3114,01",Metro Wierzbno 01,21.017226,52.188551,2024-02-26 17:06:57,2024-02-26 17:02:00,4.95
82,8520,174,"3110,01",Ksawerów 01,21.01847,52.18637,2024-02-26 17:08:46,2024-02-26 17:03:00,5.77
83,8520,174,"3111,04",os.Domaniewska 04,21.019184,52.183552,2024-02-26 17:12:21,2024-02-26 17:05:00,7.35
84,8520,174,"3112,01",Modzelewskiego 01,21.014002,52.182925,2024-02-26 17:15:42,2024-02-26 17:07:00,8.7
85,8520,174,"3113,01",Smoluchowskiego 01,21.013942,52.17927400000001,2024-02-26 17:17:45,2024-02-26 17:08:00,9.75
86,8520,174,"3248,03",Bełdan 03,21.01191,52.17355200000001,2024-02-26 17:20:08,2024-02-26 17:10:00,10.13
87,8520,174,"3246,01",Orzycka 01,21.008445,52.17121300000001,2024-02-26 17:21:29,2024-02-26 17:11:00,10.48
88,9253,211,"1312,02",Ceramiczna 02,20.968051,52.321485,2024-02-26 17:00:17,2024-02-26 16:51:00,9.28
89,9253,211,"1497,02",Kaflowa 02,20.964154,52.322945,2024-02-26 17:01:07,2024-02-26 16:51:00,10.12
90,9253,211,"1278,02",Pomorska 02,20.957408,52.327202,2024-02-26 17:03:52,2024-02-26 16:53:00,10.87
91,9253,211,"1118,02",Leśnej Polanki 02,20.954995,52.330102,2024-02-26 17:06:07,2024-02-26 16:54:00,12.12
92,9253,211,"1316,01",Ćwiklińskiej 01,20.951521,52.33188,2024-02-26 17:08:15,2024-02-26 16:56:00,12.25
93,9253,211,"1315,01",Strumykowa 01,20.946153,52.33216300000001,2024-02-26 17:10:04,2024-02-26 16:57:00,13.07
94,9253,211,"1253,02",Nowodwory 02,20.941682,52.33322,2024-02-26 17:12:43,2024-02-26 16:58:00,14.72
95,9253,211,"1406,03",Grzymalitów 03,20.943026,52.339152,2024-02-26 17:15:31,2024-02-26 17:00:00,15.52
96,9253,211,"1405,01",Dzierzgońska 01,20.940166,52.339838,2024-02-26 17:16:47,2024-02-26 17:01:00,15.78
97,9253,211,"1421,02",Tłuchowska 02,20.942541,52.342085000000004,2024-02-26 17:19:01,2024-02-26 17:03:00,16.02
98,9253,211,"1422,02",Osiedle 02,20.943605,52.346382,2024-02-26 17:20:34,2024-02-26 17:04:00,16.57
99,9253,211,"1317,01",Dąbrówka Wiślana 01,20.942306,52.348532,2024-02-26 17:21:50,2024-02-26 17:05:00,16.83
100,9253,211,"1366,02",Aluzyjna 02,20.945766,52.350804,2024-02-26 17:41:51,2024-02-26 17:07:00,34.85
101,9253,211,"1312,01",Ceramiczna 01,20.968689,52.320627,2024-02-26 17:58:20,2024-02-26 17:55:00,3.33
102,9253,211,"1219,02",Milenijna 02,20.966187,52.318856,2024-02-26 17:59:16,2024-02-26 17:56:00,3.27
103,9253,211,"1256,03",Myśliborska 03,20.961033,52.31632,2024-02-26 18:04:06,2024-02-26 17:59:00,5.1
104,9253,211,"1251,03",Picassa 03,20.9579,52.312656,2024-02-26 18:06:58,2024-02-26 18:02:00,4.97
105,9253,211,"1469,05",Świderska 05,20.959616000000004,52.311333,2024-02-26 18:07:32,2024-02-26 18:03:00,4.53
106,9941,186,"4005,05",Bitwy Warszawskiej 1920 r. 05,20.977586,52.210586,2024-02-26 17:00:17,2024-02-26 16:55:00,5.28
107,9941,186,"4108,02",Banacha 02,20.980293,52.209977,2024-02-26 17:01:36,2024-02-26 16:56:00,5.6
108,9941,186,"4113,02",Wiślicka 02,20.976254,52.204898,2024-02-26 17:03:49,2024-02-26 16:58:00,5.82
109,9941,186,"4006,05",Dickensa 05,20.971385,52.206019,2024-02-26 17:06:56,2024-02-26 17:00:00,6.93
110,762,250,"6102,02",Grzybowa 02,20.88163,52.323155,2024-02-26 16:59:39,2024-02-26 16:56:00,3.65
111,762,250,"6141,02",Długa 02,20.883199,52.329756,2024-02-26 17:01:46,2024-02-26 16:58:00,3.77
112,762,250,"6142,02",Zachodnia 02,20.879297,52.331612,2024-02-26 17:03:06,2024-02-26 16:59:00,4.1
113,762,250,"6027,01",Popiela 01,20.921124,52.281873,2024-02-26 17:31:33,2024-02-26 17:31:00,0.55
114,762,250,"6027,01",Popiela 01,20.921124,52.281873,2024-02-26 18:00:14,2024-02-26 17:31:00,29.23
115,762,250,"6026,08",Bogusławskiego 08,20.925361,52.28201,2024-02-26 17:34:15,2024-02-26 17:34:00,0.25
116,762,250,"6050,02",Tołstoja 02,20.929197,52.285194,2024-02-26 17:35:56,2024-02-26 17:35:00,0.93
117,762,250,"6057,04",Sokratesa 04,20.933182,52.289517,2024-02-26 17:37:04,2024-02-26 17:36:00,1.07
118,762,250,"6059,03",Metro Młociny 03,20.93082,52.291443,2024-02-26 17:39:02,2024-02-26 17:37:00,2.03
119,7882,704,"2295,02",Nizinna 02,21.237986,52.223125,2024-02-26 17:00:53,2024-02-26 16:57:00,3.88
120,7882,704,"2295,02",Nizinna 02,21.237986,52.223125,2024-02-26 17:48:38,2024-02-26 16:57:00,51.63
121,7882,704,"2296,02",szosa lubelska 02,21.25213,52.222517,2024-02-26 17:05:15,2024-02-26 17:00:00,5.25
122,7882,704,"2300,02",Hotelowa 02,21.260313,52.222359,2024-02-26 17:05:58,2024-02-26 17:01:00,4.97
123,7882,704,"2302,02",Rataja 02,21.267871,52.222088,2024-02-26 17:07:43,2024-02-26 17:02:00,5.72
124,7882,704,"2304,02",Gwarna 02,21.278615,52.221696,2024-02-26 17:09:13,2024-02-26 17:03:00,6.22
125,7882,704,"2305,02",Ogrodnicza 02,21.285509,52.221449,2024-02-26 17:10:20,2024-02-26 17:04:00,6.33
126,7882,704,"2307,02",Podgórna 02,21.296571,52.219837,2024-02-26 17:12:11,2024-02-26 17:05:00,7.18
127,7882,704,"2308,02",Terespolska 02,21.303134000000004,52.218408,2024-02-26 17:13:22,2024-02-26 17:07:00,6.37
128,7882,704,"2309,02",Konik Nowy 02,21.31059,52.216794,2024-02-26 17:13:51,2024-02-26 17:08:00,5.85
129,7882,704,"2303,02",Hipolitowska 02,21.316899,52.215433,2024-02-26 17:14:58,2024-02-26 17:09:00,5.97
130,7882,704,"2310,02",Warszawska 02,21.331942,52.213216,2024-02-26 17:17:23,2024-02-26 17:11:00,6.38
131,7882,704,"2311,02",Wierzbowa 02,21.340237,52.217907,2024-02-26 17:18:52,2024-02-26 17:12:00,6.87
132,7882,704,"2023,01",Bronisława Czecha-Las 01,21.195504,52.224794,2024-02-26 17:53:47,2024-02-26 17:50:00,3.78
133,7882,704,"2021,01",Wierzchowskiego 01,21.1748,52.22549,2024-02-26 17:55:09,2024-02-26 17:52:00,3.15
134,7882,704,"2020,01",Kajki 01,21.16036,52.226026,2024-02-26 17:57:26,2024-02-26 17:54:00,3.43
135,7882,704,"2019,01",Trawiasta 01,21.154996,52.226243,2024-02-26 17:58:35,2024-02-26 17:55:00,3.58
136,7882,704,"2018,01",Trakt Lubelski 01,21.140217,52.228605,2024-02-26 18:00:21,2024-02-26 17:57:00,3.35
137,7882,704,"2017,01",Edisona 01,21.136972,52.230033,2024-02-26 18:00:52,2024-02-26 17:58:00,2.87
138,7882,704,"2016,01",Świecka 01,21.130426,52.232834,2024-02-26 18:02:15,2024-02-26 17:59:00,3.25
139,7882,704,"2015,01",Płowiecka 01,21.126012,52.234827,2024-02-26 18:04:42,2024-02-26 18:01:00,3.7
140,7882,704,"2014,01",Gocławek 01,21.119064,52.23788600000001,2024-02-26 18:06:35,2024-02-26 18:03:00,3.58
141,7882,704,"2013,01",Kwatery Głównej 01,21.114671,52.239726,2024-02-26 18:07:21,2024-02-26 18:04:00,3.35
142,7882,704,"2012,01",Żółkiewskiego 01,21.106785,52.241425,2024-02-26 18:08:29,2024-02-26 18:05:00,3.48
143,5444,512,"1003,01",Dw.Wileński 01,21.035454000000005,52.253739,2024-02-26 17:01:38,2024-02-26 17:00:00,1.63
144,5444,512,"1001,08",Kijowska 08,21.044087,52.249944,2024-02-26 17:09:52,2024-02-26 17:04:00,5.87
145,1065,108,"3076,01",Kaloryczna 01,21.081295,52.198701,2024-02-26 16:59:46,2024-02-26 16:57:00,2.77
146,1065,108,"3077,01",Ogrody Działkowe Budowlani II 01,21.085133,52.197167,2024-02-26 17:00:25,2024-02-26 16:58:00,2.42
147,1065,108,"3078,01",Augustówka 01,21.087822,52.194973,2024-02-26 17:01:37,2024-02-26 16:59:00,2.62
148,1065,108,"3079,01",EC Siekierki 01,21.084006,52.193368,2024-02-26 17:02:21,2024-02-26 17:00:00,2.35
149,1065,108,"3080,02",Statkowskiego 02,21.082879,52.190099,2024-02-26 17:03:04,2024-02-26 17:01:00,2.07
150,1065,108,"3081,02",Prefabet 02,21.08165,52.1865,2024-02-26 17:03:40,2024-02-26 17:02:00,1.67
151,1065,108,"3082,02",Zawodzie 02,21.079499,52.183824,2024-02-26 17:04:26,2024-02-26 17:02:00,2.43
152,1065,108,"3083,02",Santocka 02,21.077052,52.182362,2024-02-26 17:05:24,2024-02-26 17:03:00,2.4
153,1065,108,"3066,02",Wiertnicza 02,21.071164,52.180226000000005,2024-02-26 17:05:54,2024-02-26 17:04:00,1.9
154,1065,108,"3065,02",Sadyba 02,21.068458,52.182764,2024-02-26 17:07:27,2024-02-26 17:05:00,2.45
155,1065,108,"3064,04",Goraszewska 04,21.062652,52.186141,2024-02-26 17:10:09,2024-02-26 17:07:00,3.15
156,1065,108,"3092,02",Klarysewska 02,21.060277,52.18462,2024-02-26 17:11:26,2024-02-26 17:08:00,3.43
157,1065,108,"3033,55",św.Bonifacego 55,21.05684,52.18245,2024-02-26 17:14:52,2024-02-26 17:09:00,5.87
158,1065,108,"3093,02",Batumi 02,21.052407,52.179618,2024-02-26 17:18:54,2024-02-26 17:11:00,7.9
159,1065,108,"3094,02",Stegny 02,21.047312,52.177661,2024-02-26 17:20:31,2024-02-26 17:12:00,8.52
160,1065,108,"3039,04",Dolina Służewiecka 04,21.042969,52.175638,2024-02-26 17:25:13,2024-02-26 17:15:00,10.22
161,1065,108,"3038,02",Dominikańska 02,21.033608,52.177359,2024-02-26 17:26:31,2024-02-26 17:16:00,10.52
162,1065,108,"3037,02",Podbipięty 02,21.026653,52.17868,2024-02-26 17:27:20,2024-02-26 17:17:00,10.33
163,5424,160,"7047,01",Stare Miasto 01,21.015564,52.246778,2024-02-26 17:01:41,2024-02-26 17:02:00,-0.32
164,5424,160,"1163,02",Park Praski 02,21.030267,52.252806,2024-02-26 17:03:38,2024-02-26 17:05:00,-1.37
165,5424,160,"1003,04",Dw.Wileński 04,21.036174,52.255099,2024-02-26 17:06:13,2024-02-26 17:07:00,-0.78
166,5424,160,"1052,02",Rzeszotarskiej 02,21.041521000000003,52.257499,2024-02-26 17:07:40,2024-02-26 17:08:00,-0.33
167,5424,160,"1053,02",Szwedzka 02,21.046243,52.259525,2024-02-26 17:08:53,2024-02-26 17:09:00,-0.12
168,5424,160,"1054,02",Piotra Skargi 02,21.05888,52.266587,2024-02-26 17:10:42,2024-02-26 17:11:00,-0.3
169,5424,160,"1055,04",Gorzykowska 04,21.059748,52.269354,2024-02-26 17:12:08,2024-02-26 17:13:00,-0.87
170,5424,160,"1136,01",Myszkowska 01,21.056578,52.269919,2024-02-26 17:13:17,2024-02-26 17:14:00,-0.72
171,5424,160,"1137,01",Metro Targówek Mieszkaniowy 01,21.050682,52.269505,2024-02-26 17:14:58,2024-02-26 17:15:00,-0.03
172,5424,160,"1138,02",DKS Targówek 02,21.046352000000002,52.27341,2024-02-26 17:16:35,2024-02-26 17:16:00,0.58
173,5424,160,"1517,01",Lusińska 01,21.050112,52.274207,2024-02-26 17:18:16,2024-02-26 17:17:00,1.27
174,5424,160,"1139,02",Handlowa 02,21.053625,52.273833,2024-02-26 17:18:37,2024-02-26 17:18:00,0.62
175,5424,160,"1140,06",Metro Trocka 06,21.054441,52.275705,2024-02-26 17:21:50,2024-02-26 17:20:00,1.83
176,5424,160,"1140,13",Metro Trocka 13,21.053261000000003,52.276638,2024-02-26 17:22:34,2024-02-26 17:21:00,1.57
177,5424,160,"1213,02",Gościeradowska 02,21.046088,52.276167,2024-02-26 17:25:46,2024-02-26 17:23:00,2.77
178,5424,160,"1144,02",Cm.Bródnowski 02,21.044811,52.278754,2024-02-26 17:27:14,2024-02-26 17:25:00,2.23
179,5459,520,"2059,01",Okularowa 01,21.134678,52.241384,2024-02-26 17:03:43,2024-02-26 16:57:00,6.72
180,5459,520,"2015,03",Płowiecka 03,21.125456,52.233508,2024-02-26 17:07:32,2024-02-26 17:00:00,7.53
181,5459,520,"2104,01",Zajezdnia Ostrobramska 01,21.116666,52.232779,2024-02-26 17:08:49,2024-02-26 17:01:00,7.82
182,5459,520,"2103,01",CH Promenada 01,21.106611,52.233927,2024-02-26 17:09:46,2024-02-26 17:03:00,6.77
183,5459,520,"2102,01",Zamieniecka 01,21.098927,52.234785,2024-02-26 17:10:58,2024-02-26 17:04:00,6.97
184,5459,520,"2101,01",Poligonowa 01,21.088011,52.236216,2024-02-26 17:13:13,2024-02-26 17:06:00,7.22
185,5459,520,"2100,03",Przyczółek Grochowski 03,21.081666,52.23580900000001,2024-02-26 17:15:32,2024-02-26 17:07:00,8.53
186,5459,520,"2099,01",Kanał Gocławski 01,21.07492,52.233033,2024-02-26 17:16:26,2024-02-26 17:08:00,8.43
187,5459,520,"2098,01",Międzynarodowa 01,21.067275,52.229911,2024-02-26 17:17:26,2024-02-26 17:09:00,8.43
188,5459,520,"2097,01",Saska 01,21.061843,52.228421,2024-02-26 17:18:38,2024-02-26 17:10:00,8.63
189,5459,520,"7071,02",Rozbrat 02,21.037097,52.222394,2024-02-26 17:21:19,2024-02-26 17:13:00,8.32
190,5459,520,"7006,08",Metro Politechnika 08,21.015484,52.21808800000001,2024-02-26 17:26:02,2024-02-26 17:17:00,9.03
191,5459,520,"7011,08",pl.Konstytucji 08,21.016379,52.222849,2024-02-26 17:28:59,2024-02-26 17:19:00,9.98
192,5459,520,"7013,04",Centrum 04,21.010996,52.231426,2024-02-26 17:33:08,2024-02-26 17:24:00,9.13
193,5459,520,"7014,02",Metro Świętokrzyska 02,21.009365,52.234157,2024-02-26 17:33:51,2024-02-26 17:25:00,8.85
194,5459,520,"7014,02",Metro Świętokrzyska 02,21.009365,52.234157,2024-02-26 17:38:42,2024-02-26 17:25:00,13.7
195,9435,103,"5042,02",Szpital Wolski 02,20.968369,52.228829,2024-02-26 17:01:21,2024-02-26 17:00:00,1.35
196,9435,103,"5005,06",Metro Płocka 06,20.966282,52.232929,2024-02-26 17:03:52,2024-02-26 17:02:00,1.87
197,9435,103,"5026,04",Płocka-Szpital 04,20.96554,52.238,2024-02-26 17:06:02,2024-02-26 17:04:00,2.03
198,9435,103,"5112,02",Grenady 02,20.96507,52.240880000000004,2024-02-26 17:07:02,2024-02-26 17:05:00,2.03
199,9435,103,"5067,06",Pl.Pole Elekcyjne 06,20.965622,52.242572,2024-02-26 17:07:57,2024-02-26 17:06:00,1.95
200,9435,103,"5125,02",Sołtyka 02,20.967288,52.24496,2024-02-26 17:10:33,2024-02-26 17:07:00,3.55
201,9435,103,"5124,02",Ostroroga 02,20.965658000000005,52.248015,2024-02-26 17:11:43,2024-02-26 17:08:00,3.72
202,9435,103,"5211,02",Powązki-VI Brama 02,20.964964,52.250477,2024-02-26 17:12:13,2024-02-26 17:09:00,3.22
203,9435,103,"5123,02",Kozielska 02,20.965801,52.252828,2024-02-26 17:13:04,2024-02-26 17:10:00,3.07
204,9435,103,"5122,02",Tatarska 02,20.970543,52.25422100000001,2024-02-26 17:13:51,2024-02-26 17:12:00,1.85
205,9435,103,"6090,02",PKP Powązki 02,20.969291,52.256137,2024-02-26 17:16:34,2024-02-26 17:14:00,2.57
206,9435,103,"6221,02",pl.Niemena 02,20.966799,52.257063,2024-02-26 17:18:04,2024-02-26 17:15:00,3.07
207,9435,103,"6091,02",Elbląska 02,20.960576,52.259492,2024-02-26 17:20:25,2024-02-26 17:16:00,4.42
208,9435,103,"6093,02",Powązki-Cm.Wojskowy 02,20.956829,52.261003,2024-02-26 17:21:04,2024-02-26 17:17:00,4.07
209,9435,103,"6129,02",gen.Maczka 02,20.952452,52.26293100000001,2024-02-26 17:22:18,2024-02-26 17:19:00,3.3
210,9435,103,"6155,03",Obrońców Tobruku 03,20.945575,52.265999,2024-02-26 17:23:45,2024-02-26 17:21:00,2.75
211,9435,103,"6131,02",Kochanowskiego 02,20.945698,52.268567000000004,2024-02-26 17:25:06,2024-02-26 17:23:00,2.1
212,9435,103,"6045,08",Piaski 08,20.944203,52.27094700000001,2024-02-26 17:26:35,2024-02-26 17:25:00,1.58
213,9435,103,"6021,04",Bielany-Ratusz 04,20.948024,52.277531,2024-02-26 17:30:16,2024-02-26 17:27:00,3.27
214,9435,103,"6052,04",Metro Stare Bielany 04,20.951349,52.28163,2024-02-26 17:32:17,2024-02-26 17:29:00,3.28
215,9435,103,"6008,06",AWF 06,20.95512,52.283643000000005,2024-02-26 17:33:07,2024-02-26 17:30:00,3.12
216,9435,103,"6009,02",Twardowska 02,20.953909,52.285953,2024-02-26 17:34:35,2024-02-26 17:31:00,3.58
